"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"8033","동물병원","02_03_01_P","5530000","553000001020010001","20010723","","01","영업/정상","0000","정상","","","","","356-2303","0","","경기도 화성시 남양읍 남양리 563 무지개아파트","경기도 화성시 남양읍 남양시장로 38-4 (무지개아파트)","18261","국제동물병원","20190425112346","I","2020-08-05 00:23:26.0","","183361.121931268","411868.302496778","동물병원","","000","",
"8034","동물병원","02_03_01_P","5530000","553000001020030003","19950803","","01","영업/정상","0000","정상","","","","","358-6151","0","","경기도 화성시 우정읍 조암리","경기도 화성시 우정읍 조암북로57번길 1, 2층","18566","홍익동물병원","20190425150954","I","2020-08-05 00:23:26.0","","183942.937158453","398306.518727224","동물병원","","000","",
"8035","동물병원","02_03_01_P","5530000","553000001020040002","20040528","","01","영업/정상","0000","정상","","","","","356-4311","0","","경기도 화성시 남양읍 남양리 1274-2","경기도 화성시 남양읍 남양시장로 101","18258","한빛동물병원","20190425150627","I","2020-08-05 00:23:26.0","","183949.066212286","412127.638488839","동물병원","","000","",
"8036","동물병원","02_03_01_P","5530000","553000001020100001","20100414","","01","영업/정상","0000","정상","","","","","8015-3178","0","","경기도 화성시 반송동 217-6","경기도 화성시 동탄솔빛로 48, 103~104호 (반송동, 거택프라자)","18442","21세기동물병원","20190425111305","I","2020-08-05 00:23:26.0","","206445.025958477","410145.550969708","동물병원","","000","",
"8037","동물병원","02_03_01_P","5530000","553000001020100002","20100502","","01","영업/정상","0000","정상","","","","","366-0990","0","","경기도 화성시 향남읍 평리 81-22","경기도 화성시 향남읍 삼천병마로 206","18592","한마음동물병원","20190425150548","I","2020-08-05 00:23:26.0","","191982.526093183","403295.619644847","동물병원","","000","",
"8038","동물병원","02_03_01_P","5530000","553000001020100003","20100625","","01","영업/정상","0000","정상","","","","","613-3872","0","","경기도 화성시 봉담읍 와우리 31-28 토마토오피스텔2 106호","경기도 화성시 봉담읍 와우로 89, 토마토오피스텔2 106호","18321","아마존동물병원","20190425142353","I","2020-08-05 00:23:26.0","","197750.157581816","412473.241137822","동물병원","","000","",
"8039","동물병원","02_03_01_P","5530000","553000001020100004","20100706","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 팔탄면 노하리 436","경기도 화성시 팔탄면 노하길 206","18576","중부동물병원","20190425150135","I","2020-08-05 00:23:26.0","","187035.672718299","406324.1295007","동물병원","","000","",
"8040","동물병원","02_03_01_P","5530000","553000001020100006","20100723","","01","영업/정상","0000","정상","","","","","359-8275","0","","경기도 화성시 향남읍 행정리 474-9 101~2호","경기도 화성시 향남읍 발안로 113, 101~102호","18591","향남메디동물병원","20210603100907","U","2021-06-05 02:40:00.0","","193089.31898065","403321.441820979","동물병원","","000","",
"8041","동물병원","02_03_01_P","4010000","401000001020020002","20020321","","01","영업/정상","0000","정상","","","","","031-315-3727","21","","경기도 시흥시 신천동 709-10번지","경기도 시흥시 호현로22번길 27 (신천동)","","신천동물병원","20171026104816","I","2018-08-31 23:59:59.0","","181089.183614231","437631.292475563","동물병원","","000","",
"8042","동물병원","02_03_01_P","4010000","401000001020020005","20021101","","01","영업/정상","0000","정상","","","","","031-404-7588","54.4","","경기도 시흥시 은행동 539-7번지 40통5반 102호","경기도 시흥시 은행로 130, 102호 (은행동)","14916","푸른동물종합병원","20190116222435","U","2019-01-18 02:40:00.0","","182228.035061262","437845.224968691","동물병원","","000","",
"8043","동물병원","02_03_01_P","4010000","401000001020100005","20101130","","01","영업/정상","0000","정상","","","","","031-317-7234","40.25","","경기도 시흥시 능곡동 762번지 송죽센타프라자 111호","경기도 시흥시 승지로60번길 25, 111호 (능곡동,송죽센타프라자)","","능곡동물병원","20190117092511","U","2019-01-19 02:40:00.0","","183299.263019354","429563.86993943","동물병원","","000","",
"8044","동물병원","02_03_01_P","4010000","401000001020140001","20140801","","01","영업/정상","0000","정상","","","","","031-438-7552","69.63","","경기도 시흥시 장곡동 823-3번지 106호","경기도 시흥시 장곡로 23, 106호 (장곡동)","15002","장곡애니동물병원","20190518101044","U","2019-05-21 02:40:00.0","","180990.945","430801.077","동물병원","","000","",
"8045","동물병원","02_03_01_P","4010000","401000001020140002","20140917","","01","영업/정상","0000","정상","","","","","031-499-7991","160.59","","경기도 시흥시 정왕동 1729-2","경기도 시흥시 군자천로 335, 2층 201,202호 (정왕동)","15036","애니온동물병원","20211105172601","U","2021-11-07 02:40:00.0","","176413.201198838","427217.488643418","동물병원","","000","0",
"8046","동물병원","02_03_01_P","4010000","401000001020150001","20150331","","01","영업/정상","0000","정상","","","","","031-314-0706","22.86","","경기도 시흥시 신천동 712-6번지 1층","경기도 시흥시 수인로 3376-1, 1층 (신천동)","14910","펫츠나라 동물병원","20150807154646","I","2018-08-31 23:59:59.0","","180804.91720934","437704.197630953","동물병원","","000","",
"8047","동물병원","02_03_01_P","4010000","401000001020150002","20150925","","01","영업/정상","0000","정상","","","","","031-488-8075","50.6","","경기도 시흥시 정왕동 1734-7번지 제일프라자 107호","경기도 시흥시 정왕대로 230, 1층 107호 (정왕동, 제일프라자)","15066","24시위드동물병원(정왕동동물의료센터)","20190117104905","U","2019-01-19 02:40:00.0","","176756.587046982","427023.699054553","동물병원","","000","",
"8048","동물병원","02_03_01_P","4010000","401000001020160003","20161201","","01","영업/정상","0000","정상","","","","","031-482-7585","55.08","","경기도 시흥시 조남동 169-45번지","경기도 시흥시 동서로 1064 (조남동)","14984","목감동물병원","20190117104934","U","2019-01-19 02:40:00.0","","187525.239516308","431321.164451321","동물병원","","000","",
"8049","동물병원","02_03_01_P","4010000","401000001020170001","20170224","","01","영업/정상","0000","정상","","","","","031-498-7582","59.22","","경기도 시흥시 정왕동 1731-1번지 105호","경기도 시흥시 중심상가로 146, 105호 (정왕동, 한일프라자)","15036","정다운동물병원","20170224100244","I","2018-08-31 23:59:59.0","","176178.31945847","427223.954898429","동물병원","","000","",
"8050","동물병원","02_03_01_P","4010000","401000001020170002","20170411","","01","영업/정상","0000","정상","","","","","031-317-8275","73.4","","경기도 시흥시 신천동 743번지 1층","경기도 시흥시 삼미시장1길 39, 1층 (신천동)","14948","숲속동물병원","20170411133843","I","2018-08-31 23:59:59.0","","180628.320803485","437701.073169699","동물병원","","000","",
"8051","동물병원","02_03_01_P","4010000","401000001020170003","20170713","","01","영업/정상","0000","정상","","","","","031-403-0075","40.79","","경기도 시흥시 조남동 657-1 103호","경기도 시흥시 목감남서로 9-19, 103호 (조남동)","14988","호수동물병원","20211126075834","U","2021-11-28 02:40:00.0","","186889.994340788","430645.139774233","동물병원","","000","0",
"8052","동물병원","02_03_01_P","3930000","393000001020070005","20071112","","01","영업/정상","0000","정상","","","","","408-4488","17.78","","경기도 안산시 단원구 고잔동 724-4번지 부원프라자 101호","경기도 안산시 단원구 광덕4로 180, 101호 (고잔동, 부원프라자)","15462","그린펫동물병원","20190214104040","U","2019-02-16 02:40:00.0","","185094.720697762","423639.954558559","동물병원","","000","",
"8053","동물병원","02_03_01_P","4010000","401000001020020006","20021226","","01","영업/정상","0000","정상","","","","","031-503-6611","88.4","","경기도 시흥시 정왕동 2514 131호","경기도 시흥시 배곧3로 96, 131호 (정왕동, M-플러스)","15010","배곧동물병원","20220323112736","U","2022-03-25 02:40:00.0","","176020.267577341","429797.394821987","동물병원","","000","0",
"8054","동물병원","02_03_01_P","4010000","401000001020030002","20031021","","01","영업/정상","0000","정상","","","","","031-318-3375","0","","경기도 시흥시 대야동 모비딕빌딩  102호,201호","경기도 시흥시 대은로 81, 102호, 201호 (대야동, 모비딕빌딩)","14914","참누리동물병원","20190116222619","U","2019-01-18 02:40:00.0","","182005","438089","동물병원","","000","",
"8055","동물병원","02_03_01_P","4010000","401000001020040006","20040510","","01","영업/정상","0000","정상","","","","","031-432-6991","73.88","","경기도 시흥시 정왕동 월드프라자 115호","경기도 시흥시 마유로 416, 115~116호 (정왕동, 월드프라자)","15049","닥터원동물병원","20190116222646","U","2019-01-18 02:40:00.0","","176990","427775","동물병원","","000","",
"8056","동물병원","02_03_01_P","4010000","401000001020040008","20041206","","01","영업/정상","0000","정상","","","","","031-507-0082","85.84","","경기도 시흥시 정왕동 1861-2번지 메가쇼핑몰(108,109호)","경기도 시흥시 정왕대로 64 (정왕동,메가쇼핑몰(108,109호))","","시화종합동물병원","20190116222732","U","2019-01-18 02:40:00.0","","175417.656719379","428065.936335703","동물병원","","000","",
"8057","동물병원","02_03_01_P","4010000","401000001020050002","20050628","","01","영업/정상","0000","정상","","","","","031-315-7582","82.37","","경기도 시흥시 대야동 490-2번지","경기도 시흥시 복지로 47 (대야동)","14909","박한준종합동물병원","20190709132418","U","2019-07-11 02:40:00.0","","181266.089586862","437987.885439946","동물병원","","000","",
"8058","동물병원","02_03_01_P","4010000","401000001020060001","20061117","","01","영업/정상","0000","정상","","","","","031-508-0555","76.59","","경기도 시흥시 거모동 1757-7번지","경기도 시흥시 군자로 511 (거모동)","15068","굿모닝동물병원","20190117092132","U","2019-01-19 02:40:00.0","","180905.305188228","426959.715302146","동물병원","","000","",
"8059","동물병원","02_03_01_P","5530000","553000001020040004","20041101","","01","영업/정상","0000","정상","","","","","238-7979","45.6","","경기도 화성시 병점동 364-4","경기도 화성시 병점2로 9 (병점동)","18411","서울대동물종합병원","20190425114946","I","2020-08-05 00:23:26.0","","203296.326859387","411509.837152185","동물병원","","000","",
"8060","동물병원","02_03_01_P","4010000","401000001020100002","20100507","","01","영업/정상","0000","정상","","","","","031-314-7975","112","","경기도 시흥시 대야동 562-5","경기도 시흥시 비둘기공원로 21 (대야동)","","이지 동물병원","20200727192818","U","2020-07-29 02:40:00.0","","181546.832263878","438000.766205583","동물병원","","000","",
"8061","동물병원","02_03_01_P","3930000","393000001019940001","19940420","","01","영업/정상","0000","정상","","","","","494-5164","0","","경기도 안산시 단원구 원곡동 776-11번지","경기도 안산시 단원구 화랑로 47 (원곡동)","","안산동물병원","20060913162912","I","2018-08-31 23:59:59.0","","181898.487844447","425380.04823113","동물병원","","000","",
"8062","동물병원","02_03_01_P","3930000","393000001020050009","20050908","","01","영업/정상","0000","정상","","","","","487-0275","0","","경기도 안산시 단원구 고잔동 724 골든빌 103,104호","경기도 안산시 단원구 광덕대로 206, 103,104호 (고잔동,골든빌)","","쥬쥬동물병원","20200723090310","U","2020-07-25 02:40:00.0","","184967.265798779","423648.843062509","동물병원","","000","",
"8063","동물병원","02_03_01_P","3930000","393000001019950002","19950626","","01","영업/정상","0000","정상","","","","","413-8275","0","","경기도 안산시 상록구 성포동 593-25번지 정인프라자 1층동 102호","경기도 안산시 상록구 예술광장1로 94, 1층동 102호 (성포동,정인프라자)","","고대영동물병원","20120330110255","I","2018-08-31 23:59:59.0","","186373.496120759","424949.971327294","동물병원","","000","",
"8064","동물병원","02_03_01_P","3930000","393000001019950003","19950420","","01","영업/정상","0000","정상","","","","","482-7536","0","","경기도 안산시 상록구 장상동 3-151번지 우성동물병원","경기도 안산시 상록구 장상3길 7-1, 우성동물병원 (장상동)","15202","우성동물병원","20190515165933","U","2019-05-17 02:40:00.0","","188949.191493753","428727.458815116","동물병원","","000","",
"8065","동물병원","02_03_01_P","3780000","378000001020130008","20130806","","01","영업/정상","0000","정상","","","","","031-749-7557","30","","경기도 성남시 중원구 상대원동 3005","경기도 성남시 중원구 희망로 375 (상대원동)","13394","정동물병원","20210330140510","U","2021-04-01 02:40:00.0","","213977.961124792","437479.855489809","동물병원","","000","",
"8066","동물병원","02_03_01_P","3780000","378000001020130009","20130930","","01","영업/정상","0000","정상","","","","","031-752-0075","178.08","","경기도 성남시 분당구 야탑동 202-3번지","경기도 성남시 분당구 양현로 479, 2층 (야탑동)","13501","젠(Gen)동물병원","20190516095640","U","2019-05-18 02:40:00.0","","211917.280284681","434955.021670213","동물병원","","000","",
"8067","동물병원","02_03_01_P","3780000","378000001020130010","20131007","","01","영업/정상","0000","정상","","","","","031-711-1911","","","경기도 성남시 분당구 정자동 211번지","경기도 성남시 분당구 불정로 134 (정자동)","13605","웰리스 클리닉","20140220141048","I","2018-08-31 23:59:59.0","","210542.529800466","428535.664844133","동물병원","","000","",
"8068","동물병원","02_03_01_P","3780000","378000001020140003","20140722","","01","영업/정상","0000","정상","","","","","031-713-8391","0","","경기도 성남시 분당구 정자동 16-2번지","경기도 성남시 분당구 정자일로 197, 101호 (정자동, 푸르지오씨티 2차)","13557","세인트존스동물병원","20140819115421","I","2018-08-31 23:59:59.0","","209277.906854115","429558.406454768","동물병원","","000","",
"8069","동물병원","02_03_01_P","3780000","378000001020140004","20140806","","01","영업/정상","0000","정상","","","","","698-4789","0","","경기도 성남시 분당구 운중동 979번지","경기도 성남시 분당구 운중로113번길 12-5, 1층 (운중동, MM하우스)","13461","어니스트 동물병원","20160614143326","I","2018-08-31 23:59:59.0","","206685.138867041","432301.672020428","동물병원","","000","",
"8070","동물병원","02_03_01_P","3780000","378000001020150001","20150309","","01","영업/정상","0000","정상","","","","","755-9429","64.89","","경기도 성남시 수정구 태평동 3502번지","경기도 성남시 수정구 수정로 139 (태평동)","13305","중앙동물병원","20190820174856","U","2019-08-22 02:40:00.0","","211928.614366449","437799.866966655","동물병원","","000","",
"8071","동물병원","02_03_01_P","3930000","393000001020130003","20130311","","01","영업/정상","0000","정상","","","","","410-6125","0","","경기도 안산시 단원구 고잔동 730-3","경기도 안산시 단원구 한양대학로 208, 2층 (고잔동)","15466","스타동물병원","20210402144025","U","2021-04-04 02:40:00.0","","185458.486226745","423521.633578442","동물병원","","000","",
"8072","동물병원","02_03_01_P","3930000","393000001020130005","20130719","","01","영업/정상","0000","정상","","","","","418-7582","0","","경기도 안산시 단원구 와동 812-7번지","경기도 안산시 단원구 선부로 231 (와동)","15251","퍼피캣 동물병원","20190214104239","U","2019-02-16 02:40:00.0","","184048.355561085","426639.467388481","동물병원","","000","",
"8073","동물병원","02_03_01_P","3780000","378000001020070010","20070913","","01","영업/정상","0000","정상","","","","","712-7275","0","","경기도 성남시 분당구 정자동 170-1번지 아데나 루체상가 119호","경기도 성남시 분당구 정자일로 120, 119호 (정자동, 아데나루체 상가 )","13559","분당정자 동물병원","20190127152216","U","2019-01-29 02:40:00.0","","209368.718414303","428760.477145736","동물병원","","000","",
"8074","동물병원","02_03_01_P","3780000","378000001020080002","20080130","","01","영업/정상","0000","정상","","","","","735-5995","178.29","","경기도 성남시 중원구 중앙동 241번지","경기도 성남시 중원구 산성대로 336-3 (중앙동)","13248","세이브 동물병원","20190615152952","U","2019-06-18 02:40:00.0","","213549.07660777","437889.744317875","동물병원","","000","",
"8075","동물병원","02_03_01_P","3780000","378000001020080005","20080417","","01","영업/정상","0000","정상","","","","","031-706-7588","0","","경기도 성남시 분당구 야탑동 367-6 노블리치2 오피스텔","경기도 성남시 분당구 야탑로 103, 노블리치2 오피스텔 2층 206호 (야탑동)","13506","우리들 동물병원","20220715140328","U","2022-07-17 02:40:00.0","","211453.585480512","434232.899729905","동물병원","","000","0",
"8076","동물병원","02_03_01_P","3780000","378000001020080006","20080502","","01","영업/정상","0000","정상","","","","","703-6535","0","","경기도 성남시 분당구 야탑동 291-4번지","경기도 성남시 분당구 매화로 40 (야탑동, 동륜빌딩)","13504","분당고은 동물병원","20150803104026","I","2018-08-31 23:59:59.0","","211808.718801739","434346.577474808","동물병원","","000","",
"8077","동물병원","02_03_01_P","3780000","378000001020080007","20080528","","01","영업/정상","0000","정상","","","","","755-5975","40.8","","경기도 성남시 중원구 도촌동 568 도촌프라자 109호","경기도 성남시 중원구 도촌남로 37, 도촌프라자 109호 (도촌동)","13426","도촌 동물병원","20210608133809","U","2021-06-10 02:40:00.0","","213353.715319991","434733.786898392","동물병원","","000","",
"8078","동물병원","02_03_01_P","3930000","393000001019960001","19961219","","01","영업/정상","0000","정상","","","","","409-7582","0","","경기도 안산시 상록구 본오동 872-20번지 우성상가 116호","경기도 안산시 상록구 본오로 133, 116호 (본오동, 우성상가)","15538","김정태동물병원","20140107144246","I","2018-08-31 23:59:59.0","","187967.10171364","421755.033374402","동물병원","","000","",
"8079","동물병원","02_03_01_P","3930000","393000001019980001","19980430","","01","영업/정상","0000","정상","","","","","482-0075","0","","경기도 안산시 상록구 월피동 445-4번지 109호","경기도 안산시 상록구 예술광장1로 16, 109호 (월피동)","15288","대학동물병원","20140106172012","I","2018-08-31 23:59:59.0","","186132.948113196","425235.962746032","동물병원","","000","",
"8080","동물병원","02_03_01_P","3780000","378000001020160010","20161017","","01","영업/정상","0000","정상","","","","","605-1275","","","경기도 성남시 분당구 야탑동 513-3번지 101호","경기도 성남시 분당구 성남대로 884-9, 101호 (야탑동, 라비앙오피스텔)","13517","딜리동물병원","20161017134241","I","2018-08-31 23:59:59.0","","211374.121157082","434114.191583932","동물병원","","000","",
"8081","동물병원","02_03_01_P","3780000","378000001020160011","20161126","","01","영업/정상","0000","정상","","","","","605-5119","0","","경기도 성남시 분당구 야탑동 537-2번지 101호","경기도 성남시 분당구 야탑로 24, 101호 (야탑동, 덕인빌딩)","13522","분당24시동물의료센터","20170106110726","I","2018-08-31 23:59:59.0","","210697.326360868","434054.745321155","동물병원","","000","",
"8082","동물병원","02_03_01_P","3780000","378000001020160012","20161219","","01","영업/정상","0000","정상","","","","","753-0303","246.52","","경기도 성남시 수정구 창곡동 509-3번지 214호","경기도 성남시 수정구 위례광장로 320, 214호 (창곡동, 아이에스센트럴타워)","13640","그레이동물의료센터","20200110104133","U","2020-01-12 02:40:00.0","","212555","441119","동물병원","","000","",
"8083","동물병원","02_03_01_P","3930000","393000001020130007","20131128","","01","영업/정상","0000","정상","","","","","364-8220","226","","경기도 안산시 단원구 고잔동 772-1 크리스탈빌딩 102호","경기도 안산시 단원구 광덕대로 142, 102호 (고잔동, 크리스탈빌딩)","15477","4u동물메디컬센타","20221028144109","U","2022-10-30 02:40:00.0","","184915.885","423016.894999999","동물병원","","000","0",
"8084","동물병원","02_03_01_P","3780000","378000001020040007","20040409","","01","영업/정상","0000","정상","","","","","732-2423","0","","경기도 성남시 수정구 신흥동 3414번지 창진빌딩","경기도 성남시 수정구 수정로 226, 창진빌딩 (신흥동)","13346","신흥동물병원","20180503094215","I","2018-08-31 23:59:59.0","","212737.50786531","438118.698297075","동물병원","","000","",
"8085","동물병원","02_03_01_P","3780000","378000001020040008","20040503","","01","영업/정상","0000","정상","","","","","715-7119","0","","경기도 성남시 분당구 금곡동 192 분당두산위브아파트 108-110호","경기도 성남시 분당구 정자일로 55, 108-110호 (금곡동, 분당두산위브아파트)","13613","굿모닝펫 동물병원","20210412171707","U","2021-04-14 02:40:00.0","","209250.850612618","428148.405552249","동물병원","","000","",
"8086","동물병원","02_03_01_P","3780000","378000001020040011","20040619","","01","영업/정상","0000","정상","","","","","031-713-5004","0","","경기도 성남시 분당구 금곡동 172번지 씨티밸리 101호","경기도 성남시 분당구 성남대로171번길 17, 씨티밸리 101호 (금곡동)","13615","엔젤동물병원","20180920094650","U","2018-09-20 23:59:59.0","","209393.18973383","427682.385334697","동물병원","","000","",
"8087","동물병원","02_03_01_P","3780000","378000001020040013","20040720","","01","영업/정상","0000","정상","","","","","781-7501","0","","경기도 성남시 분당구 야탑동 360-1번지 시그마3 105호","경기도 성남시 분당구 장미로 78, 시그마3 105호 (야탑동)","13506","아이펫동물병원","20180920094830","U","2018-09-20 23:59:59.0","","211400.205761988","434607.080135576","동물병원","","000","",
"8088","동물병원","02_03_01_P","3780000","378000001020160006","20160531","","01","영업/정상","0000","정상","","","","","031-718-8276","53","","경기도 성남시 분당구 정자동 219-3번지 43통2반","경기도 성남시 분당구 불곡로 4 (정자동, 리더스프라자)","13604","행복이 있는 동물병원 (정자점)","20160603114721","I","2018-08-31 23:59:59.0","","210821.835896495","428601.909355725","동물병원","","000","",
"8089","동물병원","02_03_01_P","3780000","378000001020160007","20160627","","01","영업/정상","0000","정상","","","","","604-0975","465","","경기도 성남시 수정구 창곡동 560 위례우남역아이파크","경기도 성남시 수정구 위례광장로 5, 위례우남역아이파크 3층 301,302,317호 (창곡동)","13646","아이유동물메디컬센터","20201025115827","U","2020-10-27 02:40:00.0","","212473","440353","동물병원","","000","",
"8090","동물병원","02_03_01_P","3780000","378000001020160008","20160719","","01","영업/정상","0000","정상","","","","","031-778-8738","98.85","","경기도 성남시 수정구 창곡동 513-2번지","경기도 성남시 수정구 위례동로 147, 106호 (창곡동, 위례건아타워)","13642","위례나무동물병원","20190610104736","U","2019-06-12 02:40:00.0","","213223","441224","동물병원","","000","",
"8091","동물병원","02_03_01_P","3780000","378000001019910001","19910118","","01","영업/정상","0000","정상","","","","","731-5511","108.5","","경기도 성남시 수정구 단대동 97-3","경기도 성남시 수정구 산성대로 431 (단대동)","13144","금광동물병원","20210909143357","U","2021-09-11 02:40:00.0","","213996.980704155","438714.579672761","동물병원","","000","0",
"8092","동물병원","02_03_01_P","3780000","378000001019930001","19930701","","01","영업/정상","0000","정상","","","","","705-4144","0","","경기도 성남시 분당구 이매동 115-1번지 미림프라자 104호","경기도 성남시 분당구 양현로 126, 미림프라자 104호 (이매동)","13567","분당동물병원","20180920094119","U","2018-09-20 23:59:59.0","","211053.919223385","432555.048641577","동물병원","","000","",
"8093","동물병원","02_03_01_P","3780000","378000001019930002","19931221","","01","영업/정상","0000","정상","","","","","031-712-2795","0","","경기도 성남시 분당구 수내동 79-2번지 현대제일상가 21호","경기도 성남시 분당구 돌마로 364, 현대제일상가 21호 (수내동)","13600","금산헤르쯔 동물병원","20191028095047","U","2019-10-30 02:40:00.0","","210882.431070576","429773.840489957","동물병원","","000","",
"8094","동물병원","02_03_01_P","3780000","378000001019940001","19940624","","01","영업/정상","0000","정상","","","","","702-5323","0","","경기도 성남시 분당구 서현동 305-1","경기도 성남시 분당구 불정로 381 (서현동)","13586","서울종합동물병원","20210226110507","U","2021-02-28 02:40:00.0","","212039.140522801","430287.699040041","동물병원","","000","",
"8095","동물병원","02_03_01_P","3780000","378000001019940002","19941220","","01","영업/정상","0000","정상","","","","","746-8990","67","","경기도 성남시 중원구 상대원동 2999-10번지 10호","경기도 성남시 중원구 희망로 360, 10호 (상대원동)","13397","한국동물병원","20190615153124","U","2019-06-18 02:40:00.0","","213947.104128821","437308.524059164","동물병원","","000","",
"8096","동물병원","02_03_01_P","3930000","393000001020030002","20030308","","01","영업/정상","0000","정상","","","","","480-4474","0","","경기도 안산시 상록구 성포동 583-5번지 예술프라자 1층동 103호","경기도 안산시 상록구 화랑로 501, 1층동 103호 (성포동,예술프라자)","","김동물병원","20190214103612","U","2019-02-16 02:40:00.0","","186090.60217664","424329.659743303","동물병원","","000","",
"8097","동물병원","02_03_01_P","3930000","393000001020030005","20030204","","01","영업/정상","0000","정상","","","","","419-7574","0","","경기도 안산시 상록구 본오동 722-1번지 1층","경기도 안산시 상록구 오목로 78 (본오동,1층)","","공원애견동물병원","20190115205526","U","2019-01-17 02:40:00.0","","188110.51","420901.775000001","동물병원","","000","",
"8098","동물병원","02_03_01_P","3780000","378000001020180007","20180523","","01","영업/정상","0000","정상","","","","","031-758-7599","79.22","","경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어2241,2242호","경기도 성남시 수정구 위례광장로 104, 위례 한화 오벨리스크 센트럴스퀘어 2241,2242호 (창곡동)","13640","위례중앙동물의료센터","20210830134112","U","2021-09-01 02:40:00.0","","212405","441277","동물병원","","000","0",
"8099","동물병원","02_03_01_P","3780000","378000001020110007","20110720","","01","영업/정상","0000","정상","","","","","031-8017-5558","0","","경기도 성남시 분당구 판교동 577-3번지 104호","경기도 성남시 분당구 서판교로 36, 104호 (판교동)","13479","판교 P&P 동물병원","20200211093642","U","2020-02-13 02:40:00.0","","208600.25834555","431991.076676201","동물병원","","000","",
"8100","동물병원","02_03_01_P","3930000","393000001020070002","20070207","","01","영업/정상","0000","정상","","","","","486-7533","121.68","","경기도 안산시 단원구 초지동 742-9 메가쇼핑 106호","경기도 안산시 단원구 원포공원2로 35, 106호 (초지동,메가쇼핑)","","24시 아프리카동물병원","20220919085016","U","2022-09-21 02:40:00.0","","183400.7","422211.87","동물병원","","000","0",
"8101","동물병원","02_03_01_P","3780000","378000001020040015","20040813","","01","영업/정상","0000","정상","","","","","741-3012","39.5","","경기도 성남시 중원구 금광동 3661","경기도 성남시 중원구 광명로 341 (금광동)","13177","강남동물병원","20210311115931","U","2021-03-13 02:40:00.0","","214413.274388095","438223.283606766","동물병원","","000","",
"8102","동물병원","02_03_01_P","3780000","378000001020050014","20051223","","01","영업/정상","0000","정상","","","","","715-8203","0","","경기도 성남시 분당구 정자동 117-1번지 스포라이프 스포츠센타 111호","경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 111호 (정자동)","13607","정자프라임동물병원","20180920095125","U","2018-09-20 23:59:59.0","","210134.637941368","429264.635322598","동물병원","","000","",
"8103","동물병원","02_03_01_P","3780000","378000001020060003","20060221","","01","영업/정상","0000","정상","","","","","751-3985","0","","경기도 성남시 수정구 복정동 694번지","경기도 성남시 수정구 복정로 35 (복정동)","13119","이플동물병원","20180920095153","U","2018-09-20 23:59:59.0","","211179.930602403","439340.292138256","동물병원","","000","",
"8104","동물병원","02_03_01_P","3780000","378000001020060004","20060303","","01","영업/정상","0000","정상","","","","","741-8119","283.21","","경기도 성남시 중원구 금광동 7번지","경기도 성남시 중원구 희망로 442 (금광동)","13180","서울동물병원","20190615153149","U","2019-06-18 02:40:00.0","","213893.624911779","438041.173983934","동물병원","","L00","",
"8105","동물병원","02_03_01_P","3780000","378000001020170001","20170118","","01","영업/정상","0000","정상","","","","","721-2423","51.68","","경기도 성남시 수정구 수진동 53번지","경기도 성남시 수정구 수정로 110, 1층 (수진동)","13327","서울동물병원","20190610105027","U","2019-06-12 02:40:00.0","","211667.538113644","437651.304674618","동물병원","","000","",
"8106","동물병원","02_03_01_P","3780000","378000001020170002","20170330","","01","영업/정상","0000","정상","","","","","8016-5559","","","경기도 성남시 분당구 판교동 497번지 101호","경기도 성남시 분당구 서판교로 160, 101호 (판교동, 스타식스밸리)","13473","동물병원 돌봄","20170330105103","I","2018-08-31 23:59:59.0","","208324.048573148","433133.481483169","동물병원","","000","",
"8107","동물병원","02_03_01_P","3780000","378000001020170003","20170404","","01","영업/정상","0000","정상","","","","","718-0365","51.9","","경기도 성남시 분당구 구미동 30번지 125호","경기도 성남시 분당구 미금일로90번길 32, 125호 (구미동)","13627","365동물병원 분당점","20170620142025","I","2018-08-31 23:59:59.0","","209717.597753564","427437.271199733","동물병원","","000","",
"8108","동물병원","02_03_01_P","3780000","378000001020170005","20170518","","01","영업/정상","0000","정상","","","","","031-708-0078","0","","경기도 성남시 분당구 백현동 603-3","경기도 성남시 분당구 동판교로52번길 9-11 (백현동)","13535","힐링힐스 동물 치과병원","20210413170509","U","2021-04-15 02:40:00.0","","210156.255173194","431705.619218368","동물병원","","000","",
"8109","동물병원","02_03_01_P","3780000","378000001020170007","20170530","","01","영업/정상","0000","정상","","","","","031-718-7575","0","","경기도 성남시 분당구 구미동 125-3번지","경기도 성남시 분당구 금곡로15번길 1 (구미동)","13632","분당필동물병원","20190121210111","U","2019-01-23 02:40:00.0","","209743.913477779","426872.615569616","동물병원","","000","",
